pivot_time,pivot_price,pivot_type,structure,leg_return_pct,leg_bars,leg_duration_sec
2024-10-02 05:41:00+00:00,71.56,low,LL,-0.417478430281093,4,240.0
2024-10-02 05:44:00+00:00,71.65,high,LH,0.1257685858021329,3,180.0
2024-10-02 05:47:00+00:00,71.57,low,HL,-0.1116538729937333,3,180.0
2024-10-02 05:49:00+00:00,71.65,high,LH,0.11177867821714482,2,120.0
2024-10-02 05:50:00+00:00,71.54,low,LL,-0.15352407536636248,1,60.0
2024-10-02 05:52:00+00:00,71.69,high,HH,0.2096729102599726,2,120.0
2024-10-02 05:53:00+00:00,71.67,low,HL,-0.027897893709016852,1,60.0
2024-10-02 05:59:00+00:00,71.87,high,HH,0.27905678805637546,6,360.0
2024-10-02 06:02:00+00:00,71.78,low,HL,-0.12522610268540513,3,180.0
2024-10-02 06:11:00+00:00,72.02,high,HH,0.3343549735302265,9,540.0
2024-10-02 06:12:00+00:00,71.94,low,HL,-0.11108025548458578,1,60.0
2024-10-02 06:14:00+00:00,72.08,high,HH,0.19460661662495937,2,120.0
2024-10-02 06:17:00+00:00,71.97,low,HL,-0.15260821309656114,3,180.0
2024-10-02 06:20:00+00:00,72.09,high,HH,0.16673614005835447,3,180.0
2024-10-02 06:24:00+00:00,71.93,low,LL,-0.22194479123317512,4,240.0
2024-10-02 06:28:00+00:00,72.11,high,HH,0.2502432920895137,4,240.0
2024-10-02 06:29:00+00:00,72.04,low,HL,-0.097073914852297,1,60.0
2024-10-02 06:35:00+00:00,72.17,high,HH,0.18045530260966114,6,360.0
2024-10-02 06:36:00+00:00,72.06,low,HL,-0.15241790217541684,1,60.0
2024-10-02 06:39:00+00:00,72.16,high,LH,0.13877324451845308,3,180.0
2024-10-02 06:40:00+00:00,72.08,low,HL,-0.11086474501108556,1,60.0
2024-10-02 06:47:00+00:00,72.28,high,HH,0.2774694783573839,7,420.0
2024-10-02 06:48:00+00:00,72.26,low,HL,-0.027670171555060907,1,60.0
2024-10-02 06:53:00+00:00,72.49,high,HH,0.31829504566840416,5,300.0
2024-10-02 06:54:00+00:00,72.34,low,HL,-0.2069250931162836,1,60.0
2024-10-02 06:55:00+00:00,72.36,high,LH,0.027647221454230042,1,60.0
2024-10-02 06:58:00+00:00,72.14,low,LL,-0.3040353786622374,3,180.0
2024-10-02 06:59:00+00:00,72.24,high,LH,0.13861935126142644,1,60.0
2024-10-02 07:00:00+00:00,72.18,low,HL,-0.08305647840529673,1,60.0
2024-10-02 07:01:00+00:00,72.2,high,LH,0.027708506511503472,1,60.0
2024-10-02 07:02:00+00:00,72.05,low,LL,-0.20775623268698418,1,60.0
2024-10-02 07:04:00+00:00,72.2,high,LH,0.2081887578070818,2,120.0
2024-10-02 07:07:00+00:00,72.06,low,HL,-0.19390581717451116,3,180.0
2024-10-02 07:15:00+00:00,72.22,high,HH,0.22203719122952936,8,480.0
2024-10-02 07:16:00+00:00,72.14,low,HL,-0.11077263915812985,1,60.0
2024-10-02 07:19:00+00:00,72.32,high,HH,0.2495148322705809,3,180.0
2024-10-02 07:20:00+00:00,72.3,low,HL,-0.027654867256632354,1,60.0
2024-10-02 07:23:00+00:00,72.43,high,HH,0.17980636237899805,3,180.0
2024-10-02 07:25:00+00:00,72.26,low,LL,-0.23470937456855356,2,120.0
2024-10-02 07:27:00+00:00,72.32,high,LH,0.08303349017435568,2,120.0
2024-10-02 07:28:00+00:00,72.24,low,LL,-0.11061946902655162,1,60.0
2024-10-02 07:30:00+00:00,72.4,high,HH,0.22148394241419123,2,120.0
2024-10-02 07:33:00+00:00,72.14,low,LL,-0.35911602209945936,3,180.0
2024-10-02 07:34:00+00:00,72.18,high,LH,0.05544774050458834,1,60.0
2024-10-02 07:35:00+00:00,72.03,low,LL,-0.20781379883625384,1,60.0
2024-10-02 07:36:00+00:00,72.15,high,LH,0.16659725114536172,1,60.0
2024-10-02 07:41:00+00:00,71.99,low,LL,-0.22176022176023658,5,300.0
2024-10-02 07:42:00+00:00,72.07,high,LH,0.11112654535352373,1,60.0
2024-10-02 07:44:00+00:00,71.93,low,LL,-0.1942555848480465,2,120.0
2024-10-02 07:49:00+00:00,72.07,high,LH,0.1946336716251773,5,300.0
2024-10-02 07:54:00+00:00,71.96,low,HL,-0.15262938809490478,5,300.0
2024-10-02 07:55:00+00:00,72.04,high,LH,0.11117287381881003,1,60.0
2024-10-02 07:57:00+00:00,71.87,low,LL,-0.2359800111049415,2,120.0
2024-10-02 08:00:00+00:00,72.02,high,LH,0.20871017114232338,3,180.0
2024-10-02 08:05:00+00:00,71.89,low,HL,-0.18050541516244634,5,300.0
2024-10-02 08:08:00+00:00,71.98,high,LH,0.12519126443177875,3,180.0
2024-10-02 08:09:00+00:00,71.9,low,HL,-0.11114198388441077,1,60.0
2024-10-02 08:10:00+00:00,72.02,high,HH,0.16689847009734304,1,60.0
2024-10-02 08:12:00+00:00,71.91,low,HL,-0.152735351291311,2,120.0
2024-10-02 08:15:00+00:00,72.11,high,HH,0.27812543457099714,3,180.0
2024-10-02 08:16:00+00:00,71.98,low,HL,-0.18028012758285472,1,60.0
2024-10-02 08:17:00+00:00,72.06,high,LH,0.11114198388439966,1,60.0
2024-10-02 08:20:00+00:00,71.95,low,LL,-0.15265056897030282,3,180.0
2024-10-02 08:21:00+00:00,72.02,high,LH,0.09728978457261839,1,60.0
2024-10-02 08:22:00+00:00,71.85,low,LL,-0.23604554290475033,1,60.0
2024-10-02 08:25:00+00:00,71.94,high,LH,0.12526096033402823,3,180.0
2024-10-02 08:26:00+00:00,71.84,low,LL,-0.13900472616068527,1,60.0
2024-10-02 08:28:00+00:00,71.97,high,HH,0.1809576837416449,2,120.0
2024-10-02 08:34:00+00:00,71.68,low,LL,-0.40294567180768626,6,360.0
2024-10-02 08:35:00+00:00,71.78,high,LH,0.13950892857141906,1,60.0
2024-10-02 08:36:00+00:00,71.69,low,HL,-0.12538311507384048,1,60.0
2024-10-02 08:39:00+00:00,71.83,high,HH,0.19528525596317348,3,180.0
2024-10-02 08:40:00+00:00,71.68,low,LL,-0.20882639565640293,1,60.0
2024-10-02 08:41:00+00:00,71.9,high,HH,0.3069196428571397,1,60.0
2024-10-02 08:42:00+00:00,71.86,low,HL,-0.05563282336579212,1,60.0
2024-10-02 08:43:00+00:00,71.92,high,HH,0.08349568605623414,1,60.0
2024-10-02 08:44:00+00:00,71.77,low,LL,-0.20856507230256893,1,60.0
2024-10-02 08:45:00+00:00,71.84,high,LH,0.09753378849102212,1,60.0
2024-10-02 08:49:00+00:00,71.65,low,LL,-0.26447661469932715,4,240.0
2024-10-02 08:51:00+00:00,71.8,high,LH,0.20935101186321248,2,120.0
2024-10-02 08:52:00+00:00,71.76,low,HL,-0.055710306406675514,1,60.0
2024-10-02 08:53:00+00:00,71.85,high,HH,0.12541806020065493,1,60.0
2024-10-02 08:54:00+00:00,71.73,low,LL,-0.1670146137786932,1,60.0
2024-10-02 08:56:00+00:00,71.89,high,HH,0.2230586923184008,2,120.0
2024-10-02 08:58:00+00:00,71.83,low,HL,-0.08346084295451917,2,120.0
2024-10-02 09:00:00+00:00,71.98,high,HH,0.20882639565642513,2,120.0
2024-10-02 09:01:00+00:00,71.83,low,LL,-0.20839121978327713,1,60.0
2024-10-02 09:02:00+00:00,71.92,high,LH,0.1252958373938462,1,60.0
2024-10-02 09:03:00+00:00,71.73,low,LL,-0.2641824249165703,1,60.0
2024-10-02 09:04:00+00:00,71.85,high,LH,0.16729401923880616,1,60.0
2024-10-02 09:05:00+00:00,71.78,low,HL,-0.09742519137090344,1,60.0
2024-10-02 09:07:00+00:00,71.97,high,HH,0.2646976873780904,2,120.0
2024-10-02 09:10:00+00:00,71.9,low,HL,-0.09726274836736604,3,180.0
2024-10-02 09:11:00+00:00,72.08,high,HH,0.25034770514602567,1,60.0
2024-10-02 09:13:00+00:00,71.86,low,LL,-0.3052164261931223,2,120.0
2024-10-02 09:14:00+00:00,72.1,high,HH,0.33398274422486995,1,60.0
2024-10-02 09:16:00+00:00,71.95,low,HL,-0.20804438280165316,2,120.0
2024-10-02 09:17:00+00:00,72.09,high,LH,0.19457956914523677,1,60.0
2024-10-02 09:18:00+00:00,72.08,low,HL,-0.013871549452082466,1,60.0
2024-10-02 09:20:00+00:00,72.28,high,HH,0.2774694783573839,2,120.0
2024-10-02 09:23:00+00:00,72.15,low,HL,-0.17985611510791255,3,180.0
2024-10-02 09:25:00+00:00,72.22,high,LH,0.09702009702008407,2,120.0
2024-10-02 09:27:00+00:00,72.12,low,LL,-0.1384657989476512,2,120.0
2024-10-02 09:30:00+00:00,72.19,high,LH,0.09706045479755954,3,180.0
2024-10-02 09:31:00+00:00,72.1,low,LL,-0.1246710070646917,1,60.0
2024-10-02 09:33:00+00:00,72.21,high,HH,0.15256588072121158,2,120.0
2024-10-02 09:34:00+00:00,72.11,low,HL,-0.13848497438027074,1,60.0
2024-10-02 09:35:00+00:00,72.31,high,HH,0.2773540424351628,1,60.0
2024-10-02 09:36:00+00:00,72.13,low,HL,-0.24892822569493323,1,60.0
2024-10-02 09:37:00+00:00,72.34,high,HH,0.2911409954249322,1,60.0
2024-10-02 09:38:00+00:00,72.19,low,HL,-0.20735416090683634,1,60.0
2024-10-02 09:39:00+00:00,72.3,high,LH,0.15237567530128615,1,60.0
2024-10-02 09:41:00+00:00,72.13,low,LL,-0.23513139695712226,2,120.0
2024-10-02 09:42:00+00:00,72.24,high,LH,0.1525024261749719,1,60.0
2024-10-02 09:43:00+00:00,72.14,low,HL,-0.1384274640088501,1,60.0
2024-10-02 09:45:00+00:00,72.22,high,LH,0.11089548100915447,2,120.0
2024-10-02 09:46:00+00:00,72.07,low,LL,-0.20769869842149902,1,60.0
2024-10-02 09:48:00+00:00,72.22,high,LH,0.20813098376579742,2,120.0
2024-10-02 09:49:00+00:00,72.1,low,HL,-0.16615895873719477,1,60.0
2024-10-02 09:50:00+00:00,72.2,high,LH,0.1386962552011317,1,60.0
2024-10-02 09:52:00+00:00,71.98,low,LL,-0.30470914127423976,2,120.0
2024-10-02 09:53:00+00:00,72.06,high,LH,0.11114198388439966,1,60.0
2024-10-02 09:54:00+00:00,72.0,low,HL,-0.08326394671107629,1,60.0
2024-10-02 09:55:00+00:00,72.09,high,HH,0.12499999999999734,1,60.0
2024-10-02 09:56:00+00:00,72.01,low,HL,-0.11097239561659311,1,60.0
2024-10-02 09:59:00+00:00,72.23,high,HH,0.3055131231773256,3,180.0
2024-10-02 10:00:00+00:00,72.17,low,HL,-0.08306797729475957,1,60.0
2024-10-02 10:01:00+00:00,72.34,high,HH,0.23555493972564623,1,60.0
2024-10-02 10:02:00+00:00,72.14,low,LL,-0.27647221454244475,1,60.0
2024-10-02 10:03:00+00:00,72.19,high,LH,0.06930967563072432,1,60.0
2024-10-02 10:04:00+00:00,71.98,low,LL,-0.2908990164842695,1,60.0
2024-10-02 10:05:00+00:00,72.03,high,LH,0.06946373992775534,1,60.0
2024-10-02 10:06:00+00:00,71.97,low,LL,-0.08329862557268086,1,60.0
2024-10-02 10:07:00+00:00,72.08,high,HH,0.15284146172016566,1,60.0
2024-10-02 10:08:00+00:00,71.96,low,LL,-0.16648168701443034,1,60.0
2024-10-02 10:11:00+00:00,72.12,high,HH,0.22234574763759785,3,180.0
2024-10-02 10:13:00+00:00,71.98,low,HL,-0.19412090959511907,2,120.0
2024-10-02 10:16:00+00:00,72.2,high,HH,0.3056404556821324,3,180.0
2024-10-02 10:20:00+00:00,72.01,low,HL,-0.2631578947368429,4,240.0
2024-10-02 10:21:00+00:00,72.04,high,LH,0.041660880433269654,1,60.0
2024-10-02 10:23:00+00:00,71.79,low,LL,-0.3470294280955022,2,120.0
2024-10-02 10:24:00+00:00,71.86,high,LH,0.09750661652039305,1,60.0
2024-10-02 10:26:00+00:00,71.79,low,LL,-0.09741163373224726,2,120.0
2024-10-02 10:28:00+00:00,72.04,high,HH,0.34823791614431165,2,120.0
2024-10-02 10:30:00+00:00,71.68,low,LL,-0.49972237645752315,2,120.0
2024-10-02 10:31:00+00:00,71.92,high,LH,0.33482142857141906,1,60.0
2024-10-02 10:32:00+00:00,71.79,low,HL,-0.1807563959955405,1,60.0
2024-10-02 10:33:00+00:00,71.98,high,HH,0.2646608162696795,1,60.0
2024-10-02 10:34:00+00:00,71.72,low,LL,-0.3612114476243433,1,60.0
2024-10-02 10:35:00+00:00,71.78,high,LH,0.08365867261572735,1,60.0
2024-10-02 10:36:00+00:00,71.53,low,LL,-0.34828643076065813,1,60.0
2024-10-02 10:37:00+00:00,71.67,high,LH,0.19572207465399227,1,60.0
2024-10-02 10:38:00+00:00,71.45,low,LL,-0.3069624668620041,1,60.0
2024-10-02 10:39:00+00:00,71.51,high,LH,0.08397480755772957,1,60.0
2024-10-02 10:40:00+00:00,71.4,low,LL,-0.15382463991050477,1,60.0
2024-10-02 10:41:00+00:00,71.57,high,HH,0.23809523809521504,1,60.0
2024-10-02 10:42:00+00:00,71.51,low,HL,-0.08383400866283086,1,60.0
2024-10-02 10:44:00+00:00,71.76,high,HH,0.34960145434204115,2,120.0
2024-10-02 10:45:00+00:00,71.54,low,HL,-0.3065774804905219,1,60.0
2024-10-02 10:46:00+00:00,71.62,high,LH,0.11182555213866685,1,60.0
2024-10-02 10:47:00+00:00,71.29,low,LL,-0.4607651493996112,1,60.0
2024-10-02 10:49:00+00:00,71.33,high,LH,0.05610885117126596,2,120.0
2024-10-02 10:50:00+00:00,71.22,low,LL,-0.15421281368288575,1,60.0
2024-10-02 10:51:00+00:00,71.43,high,HH,0.29486099410278577,1,60.0
2024-10-02 10:52:00+00:00,71.27,low,HL,-0.22399552008961487,1,60.0
2024-10-02 10:53:00+00:00,71.37,high,LH,0.14031149151116917,1,60.0
2024-10-02 10:54:00+00:00,71.09,low,LL,-0.39232170379711606,1,60.0
2024-10-02 10:55:00+00:00,71.13,high,LH,0.056266704177798665,1,60.0
2024-10-02 10:56:00+00:00,71.05,low,LL,-0.1124701251230098,1,60.0
2024-10-02 10:57:00+00:00,71.16,high,HH,0.15482054890922914,1,60.0
2024-10-02 10:58:00+00:00,70.86,low,LL,-0.4215851602023535,1,60.0
2024-10-02 10:59:00+00:00,71.02,high,LH,0.2257973468811736,1,60.0
2024-10-02 11:00:00+00:00,70.83,low,LL,-0.26753027316248623,1,60.0
2024-10-02 11:01:00+00:00,71.01,high,LH,0.2541296060991183,1,60.0
2024-10-02 11:02:00+00:00,70.96,low,HL,-0.07041261794115128,1,60.0
2024-10-02 11:03:00+00:00,70.98,high,LH,0.028184892897420433,1,60.0
2024-10-02 11:04:00+00:00,70.69,low,LL,-0.40856579318118147,1,60.0
2024-10-02 11:05:00+00:00,70.78,high,LH,0.1273164521148784,1,60.0
2024-10-02 11:06:00+00:00,70.71,low,HL,-0.09889799378356434,1,60.0
2024-10-02 11:07:00+00:00,70.74,high,LH,0.042426813746287984,1,60.0
2024-10-02 11:08:00+00:00,70.63,low,LL,-0.1554990104608467,1,60.0
2024-10-02 11:09:00+00:00,70.84,high,HH,0.29732408325076065,1,60.0
2024-10-02 11:10:00+00:00,70.76,low,HL,-0.11293054771315258,1,60.0
2024-10-02 11:11:00+00:00,70.92,high,HH,0.22611644997172498,1,60.0
2024-10-02 11:12:00+00:00,70.71,low,LL,-0.29610829103215996,1,60.0
2024-10-02 11:14:00+00:00,70.76,high,LH,0.07071135624383551,2,120.0
2024-10-02 11:15:00+00:00,70.57,low,LL,-0.26851328434145394,1,60.0
2024-10-02 11:17:00+00:00,70.74,high,LH,0.2408955646875377,2,120.0
2024-10-02 11:18:00+00:00,70.53,low,LL,-0.2968617472434154,1,60.0
2024-10-02 11:19:00+00:00,70.6,high,LH,0.09924854671770067,1,60.0
2024-10-02 11:20:00+00:00,70.27,low,LL,-0.4674220963172826,1,60.0
2024-10-02 11:21:00+00:00,70.41,high,LH,0.1992315355059171,1,60.0
2024-10-02 11:23:00+00:00,70.33,low,HL,-0.11362022439994623,2,120.0
2024-10-02 11:24:00+00:00,70.59,high,HH,0.3696857670979714,1,60.0
2024-10-02 11:25:00+00:00,70.44,low,HL,-0.21249468763281376,1,60.0
2024-10-02 11:26:00+00:00,70.53,high,LH,0.12776831345826523,1,60.0
2024-10-02 11:27:00+00:00,70.2,low,LL,-0.4678860059549095,1,60.0
2024-10-02 11:28:00+00:00,70.23,high,LH,0.04273504273504258,1,60.0
2024-10-02 11:29:00+00:00,70.14,low,LL,-0.128150363092705,1,60.0
2024-10-02 11:30:00+00:00,70.16,high,LH,0.028514399771872867,1,60.0
2024-10-02 11:31:00+00:00,70.13,low,LL,-0.04275940706955916,1,60.0
2024-10-02 11:32:00+00:00,70.28,high,HH,0.21388849279908584,1,60.0
2024-10-02 11:33:00+00:00,70.2,low,HL,-0.11383039271485318,1,60.0
2024-10-02 11:34:00+00:00,70.38,high,HH,0.2564102564102555,1,60.0
2024-10-02 11:35:00+00:00,70.31,low,HL,-0.0994600738846163,1,60.0
2024-10-02 11:36:00+00:00,70.42,high,HH,0.15645000711135282,1,60.0
2024-10-02 11:37:00+00:00,70.29,low,LL,-0.18460664583924702,1,60.0
2024-10-02 11:39:00+00:00,70.53,high,HH,0.34144259496371454,2,120.0
2024-10-02 11:40:00+00:00,70.32,low,HL,-0.2977456401531353,1,60.0
2024-10-02 11:41:00+00:00,70.55,high,HH,0.3270762229806712,1,60.0
2024-10-02 11:42:00+00:00,70.26,low,LL,-0.4110559886605136,1,60.0
2024-10-02 11:43:00+00:00,70.33,high,LH,0.0996299459151695,1,60.0
2024-10-02 11:44:00+00:00,70.2,low,LL,-0.1848428835489746,1,60.0
2024-10-02 11:45:00+00:00,70.27,high,LH,0.09971509971509196,1,60.0
2024-10-02 11:46:00+00:00,70.19,low,LL,-0.11384659171765898,1,60.0
2024-10-02 11:47:00+00:00,70.29,high,HH,0.14247043738424559,1,60.0
2024-10-02 11:48:00+00:00,70.07,low,LL,-0.3129890453834272,1,60.0
2024-10-02 11:50:00+00:00,70.27,high,LH,0.28542885685742814,2,120.0
2024-10-02 11:51:00+00:00,70.12,low,HL,-0.21346235947060643,1,60.0
2024-10-02 11:52:00+00:00,70.14,high,LH,0.02852253280090089,1,60.0
2024-10-02 11:53:00+00:00,69.95,low,LL,-0.27088679783290326,1,60.0
2024-10-02 11:55:00+00:00,70.16,high,HH,0.30021443888490484,2,120.0
2024-10-02 11:56:00+00:00,70.11,low,HL,-0.07126567844925047,1,60.0
2024-10-02 11:57:00+00:00,70.11,high,LH,0.0,1,60.0
2024-10-02 11:58:00+00:00,69.99,low,LL,-0.17115960633291571,1,60.0
2024-10-02 11:59:00+00:00,70.06,high,LH,0.10001428775541221,1,60.0
2024-10-02 12:00:00+00:00,69.87,low,LL,-0.2711961176134703,1,60.0
2024-10-02 12:01:00+00:00,70.03,high,LH,0.2289967081723132,1,60.0
2024-10-02 12:03:00+00:00,69.9,low,HL,-0.18563472797371583,2,120.0
2024-10-02 12:04:00+00:00,70.01,high,LH,0.15736766809728575,1,60.0
2024-10-02 12:05:00+00:00,70.01,low,HL,0.0,1,60.0
2024-10-02 12:07:00+00:00,70.11,high,HH,0.14283673760890903,2,120.0
2024-10-02 12:08:00+00:00,70.03,low,HL,-0.11410640422193641,1,60.0
2024-10-02 12:10:00+00:00,70.15,high,HH,0.17135513351420606,2,120.0
2024-10-02 12:11:00+00:00,70.05,low,HL,-0.14255167498219423,1,60.0
2024-10-02 12:12:00+00:00,70.24,high,HH,0.27123483226265677,1,60.0
2024-10-02 12:13:00+00:00,70.03,low,LL,-0.29897494305238803,1,60.0
2024-10-02 12:14:00+00:00,70.18,high,LH,0.21419391689276868,1,60.0
2024-10-02 12:15:00+00:00,70.06,low,HL,-0.17098888572243398,1,60.0
2024-10-02 12:16:00+00:00,70.17,high,LH,0.15700827861833133,1,60.0
2024-10-02 12:17:00+00:00,70.15,low,HL,-0.028502208921188377,1,60.0
2024-10-02 12:18:00+00:00,70.37,high,HH,0.31361368496078956,1,60.0
2024-10-02 12:19:00+00:00,70.24,low,HL,-0.1847378144095635,1,60.0
2024-10-02 12:20:00+00:00,70.25,high,LH,0.014236902050113187,1,60.0
2024-10-02 12:21:00+00:00,70.14,low,LL,-0.1565836298932366,1,60.0
2024-10-02 12:22:00+00:00,70.23,high,LH,0.1283147989734834,1,60.0
2024-10-02 12:24:00+00:00,70.12,low,LL,-0.15662822155774192,2,120.0
2024-10-02 12:25:00+00:00,70.18,high,LH,0.08556759840274708,1,60.0
2024-10-02 12:29:00+00:00,70.04,low,LL,-0.1994870333428378,4,240.0
2024-10-02 12:31:00+00:00,70.16,high,LH,0.17133066818959541,2,120.0
2024-10-02 12:33:00+00:00,70.06,low,HL,-0.14253135689851204,2,120.0
2024-10-02 12:34:00+00:00,70.28,high,HH,0.31401655723666266,1,60.0
2024-10-02 12:36:00+00:00,70.2,low,HL,-0.11383039271485318,2,120.0
2024-10-02 12:37:00+00:00,70.32,high,HH,0.17094017094014813,1,60.0
2024-10-02 12:38:00+00:00,70.2,low,LL,-0.17064846416381396,1,60.0
2024-10-02 12:39:00+00:00,70.23,high,LH,0.04273504273504258,1,60.0
2024-10-02 12:40:00+00:00,70.11,low,LL,-0.17086715079026593,1,60.0
2024-10-02 12:42:00+00:00,70.28,high,HH,0.2424761089716121,2,120.0
2024-10-02 12:43:00+00:00,70.15,low,HL,-0.18497438816162948,1,60.0
2024-10-02 12:44:00+00:00,70.3,high,HH,0.2138275124732525,1,60.0
2024-10-02 12:46:00+00:00,70.09,low,LL,-0.29871977240397696,2,120.0
2024-10-02 12:48:00+00:00,70.12,high,LH,0.0428021115708388,2,120.0
2024-10-02 12:49:00+00:00,70.01,low,LL,-0.1568739304050215,1,60.0
2024-10-02 12:53:00+00:00,70.17,high,HH,0.22853878017425888,4,240.0
2024-10-02 12:56:00+00:00,70.02,low,HL,-0.21376656690894613,3,180.0
2024-10-02 12:58:00+00:00,70.15,high,LH,0.18566123964582903,2,120.0
2024-10-02 13:01:00+00:00,69.96,low,LL,-0.2708481824661657,3,180.0
2024-10-02 13:02:00+00:00,70.11,high,LH,0.21440823327616432,1,60.0
2024-10-02 13:06:00+00:00,70.07,low,HL,-0.057053202110979306,4,240.0
2024-10-02 13:07:00+00:00,70.14,high,HH,0.09990009990010762,1,60.0
2024-10-02 13:08:00+00:00,70.03,low,LL,-0.15682919874536738,1,60.0
2024-10-02 13:11:00+00:00,70.21,high,HH,0.2570327002713091,3,180.0
2024-10-02 13:13:00+00:00,70.08,low,HL,-0.18515880928642314,2,120.0
2024-10-02 13:14:00+00:00,70.12,high,LH,0.057077625570789436,1,60.0
2024-10-02 13:15:00+00:00,70.03,low,LL,-0.12835139760410952,1,60.0
2024-10-02 13:16:00+00:00,70.15,high,HH,0.17135513351420606,1,60.0
2024-10-02 13:19:00+00:00,70.01,low,LL,-0.19957234497505194,3,180.0
2024-10-02 13:22:00+00:00,70.24,high,HH,0.328524496500493,3,180.0
2024-10-02 13:24:00+00:00,70.14,low,HL,-0.14236902050113187,2,120.0
2024-10-02 13:25:00+00:00,70.26,high,HH,0.17108639863132602,1,60.0
2024-10-02 13:28:00+00:00,70.09,low,LL,-0.24195844007970368,3,180.0
2024-10-02 13:29:00+00:00,70.19,high,LH,0.14267370523610712,1,60.0
2024-10-02 13:35:00+00:00,70.03,low,LL,-0.22795269981478183,6,360.0
2024-10-02 13:40:00+00:00,70.24,high,HH,0.2998714836498495,5,300.0
2024-10-02 13:41:00+00:00,70.15,low,HL,-0.12813211845100758,1,60.0
2024-10-02 13:43:00+00:00,70.31,high,HH,0.22808267997147524,2,120.0
2024-10-02 13:45:00+00:00,70.27,low,HL,-0.05689091167686566,2,120.0
2024-10-02 13:49:00+00:00,70.36,high,HH,0.12807741568237052,4,240.0
2024-10-02 13:53:00+00:00,70.26,low,LL,-0.142126208072757,4,240.0
2024-10-02 13:56:00+00:00,70.4,high,HH,0.199259891830339,3,180.0
2024-10-02 14:01:00+00:00,70.21,low,LL,-0.26988636363638463,5,300.0
2024-10-02 14:02:00+00:00,70.27,high,LH,0.08545791197835939,1,60.0
2024-10-02 14:05:00+00:00,70.02,low,LL,-0.3557705991176885,3,180.0
2024-10-02 14:06:00+00:00,70.12,high,LH,0.1428163381891112,1,60.0
2024-10-02 14:07:00+00:00,69.9,low,LL,-0.313747860810043,1,60.0
2024-10-02 14:12:00+00:00,70.1,high,LH,0.28612303290413976,5,300.0
2024-10-02 14:15:00+00:00,70.03,low,HL,-0.09985734664763601,3,180.0
2024-10-02 14:17:00+00:00,70.14,high,HH,0.1570755390546852,2,120.0
2024-10-02 14:20:00+00:00,69.96,low,LL,-0.2566295979469779,3,180.0
2024-10-02 14:22:00+00:00,70.0,high,LH,0.05717552887365418,2,120.0
2024-10-02 14:23:00+00:00,69.98,low,HL,-0.028571428571422253,1,60.0
2024-10-02 14:24:00+00:00,70.08,high,HH,0.14289797084880984,1,60.0
2024-10-02 14:25:00+00:00,70.04,low,HL,-0.05707762557076723,1,60.0
2024-10-02 14:28:00+00:00,70.16,high,HH,0.17133066818959541,3,180.0
2024-10-02 14:29:00+00:00,70.08,low,HL,-0.11402508551880963,1,60.0
2024-10-02 14:31:00+00:00,70.26,high,HH,0.25684931506850806,2,120.0
2024-10-02 14:33:00+00:00,70.17,low,HL,-0.128095644748083,2,120.0
2024-10-02 14:34:00+00:00,70.29,high,HH,0.17101325352715246,1,60.0
2024-10-02 14:36:00+00:00,70.2,low,HL,-0.1280409731113985,2,120.0
2024-10-02 14:38:00+00:00,70.36,high,HH,0.2279202279202197,2,120.0
2024-10-02 14:40:00+00:00,70.27,low,HL,-0.1279135872654935,2,120.0
2024-10-02 14:42:00+00:00,70.35,high,LH,0.11384659171764788,2,120.0
2024-10-02 14:44:00+00:00,70.26,low,LL,-0.12793176972279996,2,120.0
2024-10-02 14:52:00+00:00,70.45,high,HH,0.2704241389126061,8,480.0
2024-10-02 15:00:00+00:00,70.4,low,HL,-0.07097232079488203,8,480.0
2024-10-02 15:13:00+00:00,70.52,high,HH,0.17045454545452365,13,780.0
2024-10-02 15:19:00+00:00,70.44,low,HL,-0.11344299489506326,6,360.0
2024-10-02 15:30:00+00:00,70.66,high,HH,0.31232254400908044,11,660.0
2024-10-02 15:31:00+00:00,70.6,low,HL,-0.08491367110105008,1,60.0
2024-10-02 15:41:00+00:00,70.84,high,HH,0.33994334277622773,10,600.0
2024-10-02 15:44:00+00:00,70.82,low,HL,-0.0282326369283048,3,180.0
2024-10-02 15:54:00+00:00,71.02,high,HH,0.2824060999717659,10,600.0
2024-10-02 15:56:00+00:00,70.92,low,HL,-0.14080540692761323,2,120.0
2024-10-02 16:04:00+00:00,71.05,high,HH,0.1833051325436985,8,480.0
2024-10-02 16:11:00+00:00,70.89,low,LL,-0.22519352568612927,7,420.0
2024-10-02 16:17:00+00:00,70.98,high,LH,0.12695725772324806,6,360.0
2024-10-02 16:30:00+00:00,70.89,low,LL,-0.1267962806424383,12,780.0
2024-10-02 16:35:00+00:00,71.03,high,HH,0.19748906756946738,5,300.0
2024-10-02 16:50:00+00:00,70.91,low,HL,-0.1689427002674937,15,900.0
2024-10-02 16:55:00+00:00,71.04,high,HH,0.18333098293612515,5,300.0
2024-10-02 18:01:00+00:00,70.87,low,LL,-0.2393018018018056,6,3960.0
2024-10-02 18:07:00+00:00,70.97,high,LH,0.14110342881330507,6,360.0
2024-10-02 19:00:00+00:00,70.78,low,LL,-0.26771875440326776,50,3180.0
2024-10-02 19:30:00+00:00,70.92,high,LH,0.19779598756710648,29,1800.0
2024-10-02 19:39:00+00:00,70.81,low,HL,-0.15510434292159703,9,540.0
2024-10-02 20:02:00+00:00,70.93,high,HH,0.16946758932354644,17,1380.0
